order_item_id,order_id,product_id,quantity,selling_price
OI047869,ORD001215,PROD00209,1,12423
OI047870,ORD006231,PROD00951,2,58436
OI047871,ORD060371,PROD00602,2,88100
OI047872,ORD046705,PROD00606,1,79851
OI047873,ORD045307,PROD00224,3,13065
OI047874,ORD051430,PROD00976,1,51807
OI047875,ORD082916,PROD00562,1,17253
OI047876,ORD029750,PROD00329,4,221396
OI047877,ORD092778,PROD00197,3,187614
OI047878,ORD072766,PROD00482,4,25088
OI047879,ORD065293,PROD00795,1,2196
OI047880,ORD005979,PROD00908,3,250671
OI047881,ORD026536,PROD00530,1,76395
OI047882,ORD072540,PROD00768,2,115036
OI047883,ORD026281,PROD00460,3,75663
OI047884,ORD029957,PROD00974,4,244404
OI047885,ORD097826,PROD00250,4,396144
OI047886,ORD087465,PROD00109,2,27134
OI047887,ORD064126,PROD00722,4,64516
OI047888,ORD074278,PROD00450,3,789
OI047889,ORD084961,PROD00080,1,59989
OI047890,ORD098573,PROD00075,4,187676
OI047891,ORD093044,PROD00846,4,200504
OI047892,ORD098859,PROD00514,3,269010
OI047893,ORD049696,PROD00139,1,88304
OI047894,ORD055057,PROD00374,4,288984
OI047895,ORD005866,PROD00560,2,12156
OI047896,ORD016216,PROD00644,1,29825
OI047897,ORD067330,PROD00372,4,242580
OI047898,ORD002494,PROD00610,2,165332
OI047899,ORD042419,PROD00823,2,185346
OI047900,ORD042532,PROD00216,1,68108
OI047901,ORD086229,PROD00163,2,131162
OI047902,ORD015347,PROD00903,1,50769
OI047903,ORD004403,PROD00504,4,90856
OI047904,ORD035081,PROD00794,1,43063
OI047905,ORD072443,PROD00534,2,56740
OI047906,ORD072519,PROD00820,1,1531
OI047907,ORD014266,PROD00482,1,6272
OI047908,ORD065936,PROD00517,4,66524
OI047909,ORD045991,PROD00546,2,195522
OI047910,ORD081690,PROD00608,2,48022
OI047911,ORD001251,PROD00987,1,67921
OI047912,ORD005621,PROD00577,1,45100
OI047913,ORD035085,PROD00260,4,224088
OI047914,ORD013313,PROD00630,3,139758
OI047915,ORD097672,PROD00492,4,355556
OI047916,ORD095773,PROD00371,3,259107
OI047917,ORD007080,PROD00122,3,218064
OI047918,ORD041802,PROD00639,1,8994
OI047919,ORD070009,PROD00168,2,189960
OI047920,ORD027730,PROD00611,3,284910
OI047921,ORD082603,PROD00703,4,246908
OI047922,ORD001397,PROD00674,3,57399
OI047923,ORD071039,PROD00691,4,38784
OI047924,ORD065641,PROD00608,1,24011
OI047925,ORD005340,PROD00881,2,58800
OI047926,ORD080181,PROD00539,3,183489
OI047927,ORD050902,PROD00396,1,6506
OI047928,ORD062348,PROD00852,2,193988
OI047929,ORD071622,PROD00156,3,109653
OI047930,ORD011270,PROD00308,1,87568
OI047931,ORD014150,PROD00127,2,96936
OI047932,ORD089191,PROD00308,2,175136
OI047933,ORD044035,PROD00810,2,15262
OI047934,ORD066760,PROD00255,2,79982
OI047935,ORD003273,PROD00321,2,147800
OI047936,ORD023030,PROD00126,1,18843
OI047937,ORD023431,PROD00455,1,4898
OI047938,ORD031110,PROD00979,1,76039
OI047939,ORD069692,PROD00614,3,174123
OI047940,ORD054202,PROD00412,2,31044
OI047941,ORD074186,PROD00293,1,65077
OI047942,ORD079093,PROD00683,4,61916
OI047943,ORD095992,PROD00838,1,41900
OI047944,ORD047883,PROD00729,4,222424
OI047945,ORD092981,PROD00569,1,64479
OI047946,ORD096901,PROD00951,3,87654
OI047947,ORD037867,PROD00425,1,31274
OI047948,ORD052152,PROD00437,4,96488
OI047949,ORD087130,PROD00154,3,102552
OI047950,ORD022286,PROD00077,3,273465
OI047951,ORD048683,PROD00005,4,127960
OI047952,ORD043126,PROD00866,4,113312
OI047953,ORD002696,PROD00375,3,216198
OI047954,ORD004455,PROD00788,1,70653
OI047955,ORD040167,PROD00621,3,147024
OI047956,ORD098876,PROD00484,4,356788
OI047957,ORD011042,PROD00310,4,308228
OI047958,ORD094120,PROD00601,4,202032
OI047959,ORD085968,PROD00411,4,228436
OI047960,ORD044940,PROD00786,4,333876
OI047961,ORD014131,PROD00060,1,94077
OI047962,ORD091642,PROD00705,3,113712
OI047963,ORD066588,PROD00414,2,64942
OI047964,ORD034096,PROD00936,1,78807
OI047965,ORD028705,PROD00581,2,108386
OI047966,ORD032310,PROD00395,4,36696
OI047967,ORD066371,PROD00590,3,231213
OI047968,ORD024817,PROD00347,4,204848
OI047969,ORD082604,PROD00256,1,10854
OI047970,ORD003006,PROD00412,2,31044
OI047971,ORD072433,PROD00519,4,378156
OI047972,ORD021922,PROD00081,1,27087
OI047973,ORD042619,PROD00135,2,142262
OI047974,ORD036580,PROD00282,2,176554
OI047975,ORD072030,PROD00094,3,111042
OI047976,ORD067333,PROD00222,3,204333
OI047977,ORD061621,PROD00219,3,208047
OI047978,ORD062973,PROD00674,4,76532
OI047979,ORD000507,PROD00612,2,29342
OI047980,ORD015597,PROD00126,4,75372
OI047981,ORD061495,PROD00176,1,92678
OI047982,ORD022550,PROD00581,4,216772
OI047983,ORD061038,PROD00230,1,74169
OI047984,ORD091234,PROD00691,4,38784
OI047985,ORD083737,PROD00701,4,369188
OI047986,ORD002191,PROD00991,3,87717
OI047987,ORD021882,PROD00708,2,55732
OI047988,ORD085667,PROD00645,3,18078
OI047989,ORD086016,PROD00016,1,5804
OI047990,ORD056802,PROD00711,2,189666
OI047991,ORD062489,PROD00874,1,29155
OI047992,ORD075049,PROD00890,2,151030
OI047993,ORD038895,PROD00056,4,241332
OI047994,ORD012564,PROD00256,3,32562
OI047995,ORD008954,PROD00561,1,87627
OI047996,ORD004728,PROD00603,2,113898
OI047997,ORD060455,PROD00229,3,135639
OI047998,ORD080989,PROD00488,2,103062
OI047999,ORD001433,PROD00127,4,193872
OI048000,ORD067727,PROD00849,3,51519
OI048001,ORD083416,PROD00770,1,3571
OI048002,ORD079854,PROD00967,4,206712
OI048003,ORD056090,PROD00797,4,105204
OI048004,ORD015675,PROD00230,4,296676
OI048005,ORD081625,PROD00836,1,33072
OI048006,ORD045825,PROD00892,4,395904
OI048007,ORD012346,PROD00566,4,278476
OI048008,ORD016146,PROD00732,2,84384
OI048009,ORD092004,PROD00595,1,61432
OI048010,ORD051145,PROD00086,2,128412
OI048011,ORD068901,PROD00581,3,162579
OI048012,ORD016485,PROD00105,3,278259
OI048013,ORD011731,PROD00496,3,221148
OI048014,ORD096020,PROD00907,2,26480
OI048015,ORD070064,PROD00016,4,23216
OI048016,ORD084118,PROD00886,2,66930
OI048017,ORD070967,PROD00365,4,209152
OI048018,ORD033877,PROD00877,3,20064
OI048019,ORD090247,PROD00220,2,141374
OI048020,ORD027141,PROD00018,3,220452
OI048021,ORD026690,PROD00092,4,224752
OI048022,ORD020817,PROD00382,3,139296
OI048023,ORD005531,PROD00037,2,7624
OI048024,ORD040431,PROD00701,3,276891
OI048025,ORD006593,PROD00480,1,49823
OI048026,ORD049951,PROD00898,4,223272
OI048027,ORD076496,PROD00313,1,63233
OI048028,ORD036482,PROD00678,4,254148
OI048029,ORD067073,PROD00984,1,21138
OI048030,ORD001066,PROD00929,3,191934
OI048031,ORD075093,PROD00886,2,66930
OI048032,ORD082883,PROD00080,1,59989
OI048033,ORD083625,PROD00997,2,13260
OI048034,ORD097921,PROD00743,1,5569
OI048035,ORD071965,PROD00044,3,27624
OI048036,ORD053232,PROD00108,4,290120
OI048037,ORD094220,PROD00851,4,391592
OI048038,ORD000163,PROD00527,2,56476
OI048039,ORD036881,PROD00391,1,71084
OI048040,ORD061660,PROD00827,1,34842
OI048041,ORD021209,PROD00822,1,37581
OI048042,ORD039725,PROD00279,3,57807
OI048043,ORD072505,PROD00367,3,106086
OI048044,ORD094004,PROD00764,1,30547
OI048045,ORD042707,PROD00193,2,177600
OI048046,ORD075967,PROD00858,2,131056
OI048047,ORD073991,PROD00664,2,73670
OI048048,ORD035531,PROD00325,3,168762
OI048049,ORD066611,PROD00911,4,262932
OI048050,ORD089015,PROD00052,2,45086
OI048051,ORD008072,PROD00893,4,30484
OI048052,ORD067638,PROD00178,1,40490
OI048053,ORD008087,PROD00775,1,54320
OI048054,ORD006667,PROD00448,2,107040
OI048055,ORD005819,PROD00975,4,197036
OI048056,ORD044118,PROD00066,2,2554
OI048057,ORD011512,PROD00371,1,86369
OI048058,ORD006174,PROD00284,4,142740
OI048059,ORD004831,PROD00849,4,68692
OI048060,ORD014338,PROD00736,2,75922
OI048061,ORD078291,PROD00426,3,30168
OI048062,ORD003927,PROD00902,3,201807
OI048063,ORD062453,PROD00510,3,190890
OI048064,ORD067227,PROD00035,1,25526
OI048065,ORD065752,PROD00458,4,359924
OI048066,ORD061446,PROD00994,3,241071
OI048067,ORD005065,PROD00665,4,320808
OI048068,ORD044739,PROD00614,4,232164
OI048069,ORD065597,PROD00513,4,112728
OI048070,ORD044479,PROD00712,3,207666
OI048071,ORD056927,PROD00613,4,378252
OI048072,ORD014827,PROD00456,4,90080
OI048073,ORD007193,PROD00060,4,376308
OI048074,ORD024439,PROD00889,4,248528
OI048075,ORD015873,PROD00177,4,135420
OI048076,ORD008459,PROD00956,3,129153
OI048077,ORD009809,PROD00449,1,771
OI048078,ORD035963,PROD00995,4,339368
OI048079,ORD065001,PROD00529,4,120224
OI048080,ORD081401,PROD00671,1,38000
OI048081,ORD027352,PROD00515,4,307664
OI048082,ORD022248,PROD00912,2,154086
OI048083,ORD060304,PROD00129,3,222816
OI048084,ORD038333,PROD00927,1,10900
OI048085,ORD015598,PROD00193,4,355200
OI048086,ORD083711,PROD00660,1,95181
OI048087,ORD093340,PROD00712,1,69222
OI048088,ORD001069,PROD00884,3,265959
OI048089,ORD076499,PROD00419,4,321816
OI048090,ORD093275,PROD00789,4,328024
OI048091,ORD067089,PROD00024,4,159928
OI048092,ORD056422,PROD00761,1,45353
OI048093,ORD081177,PROD00378,1,43013
OI048094,ORD006787,PROD00083,4,233792
OI048095,ORD095586,PROD00828,4,79100
OI048096,ORD080662,PROD00805,3,207060
OI048097,ORD034708,PROD00230,1,74169
OI048098,ORD076625,PROD00291,3,54519
OI048099,ORD092223,PROD00485,1,90453
OI048100,ORD027704,PROD00430,2,125492
OI048101,ORD086217,PROD00632,2,59678
OI048102,ORD055715,PROD00014,4,278676
OI048103,ORD021081,PROD00439,4,364448
OI048104,ORD072691,PROD00104,1,93847
OI048105,ORD048586,PROD00888,2,4872
OI048106,ORD097690,PROD00721,4,263188
OI048107,ORD010676,PROD00957,1,91279
OI048108,ORD008204,PROD00142,4,95076
OI048109,ORD079259,PROD00487,4,115084
OI048110,ORD009213,PROD00389,1,29894
OI048111,ORD019417,PROD00380,1,55777
OI048112,ORD013082,PROD00714,1,48968
OI048113,ORD076477,PROD00097,1,37750
OI048114,ORD053542,PROD00762,2,68302
OI048115,ORD028932,PROD00802,1,5205
OI048116,ORD066441,PROD00744,3,86862
OI048117,ORD003387,PROD00296,1,90617
OI048118,ORD021472,PROD00789,3,246018
OI048119,ORD044390,PROD00242,3,128784
OI048120,ORD018134,PROD00530,4,305580
OI048121,ORD001101,PROD00635,1,27144
OI048122,ORD039135,PROD00077,4,364620
OI048123,ORD004224,PROD00725,4,242812
OI048124,ORD067817,PROD00432,4,252548
OI048125,ORD062403,PROD00229,3,135639
OI048126,ORD080319,PROD00488,1,51531
OI048127,ORD082873,PROD00331,3,283719
OI048128,ORD064050,PROD00495,2,98660
OI048129,ORD097400,PROD00076,4,295480
OI048130,ORD032753,PROD00121,4,119336
OI048131,ORD089456,PROD00224,1,4355
OI048132,ORD052567,PROD00257,3,244611
OI048133,ORD064100,PROD00686,3,15630
OI048134,ORD032408,PROD00024,3,119946
OI048135,ORD081548,PROD00414,4,129884
OI048136,ORD024466,PROD00387,3,178722
OI048137,ORD085612,PROD00659,1,21827
OI048138,ORD092663,PROD00143,4,136672
OI048139,ORD079943,PROD00006,1,79234
OI048140,ORD067161,PROD00715,2,46650
OI048141,ORD039005,PROD00765,4,336120
OI048142,ORD017046,PROD00808,3,40779
OI048143,ORD020412,PROD00345,3,33714
OI048144,ORD027979,PROD00294,2,180946
OI048145,ORD031218,PROD00965,3,79470
OI048146,ORD015823,PROD00233,4,77204
OI048147,ORD043578,PROD00066,2,2554
OI048148,ORD064041,PROD00382,2,92864
OI048149,ORD026634,PROD00067,4,19440
OI048150,ORD012235,PROD00462,2,188094
OI048151,ORD085072,PROD00424,3,299859
OI048152,ORD074681,PROD00738,1,44034
OI048153,ORD052052,PROD00658,4,252184
OI048154,ORD031858,PROD00474,1,31011
OI048155,ORD058520,PROD00488,4,206124
OI048156,ORD039410,PROD00192,3,96651
OI048157,ORD001858,PROD00312,2,90266
OI048158,ORD032803,PROD00989,3,237471
OI048159,ORD054730,PROD00211,3,42930
OI048160,ORD091491,PROD00575,2,179178
OI048161,ORD077188,PROD00944,2,30078
OI048162,ORD007924,PROD00859,3,152103
OI048163,ORD078564,PROD00971,3,285258
OI048164,ORD070457,PROD00782,4,335680
OI048165,ORD042687,PROD00734,4,264708
OI048166,ORD023915,PROD00848,1,47399
OI048167,ORD074158,PROD00398,1,23391
OI048168,ORD054580,PROD00950,4,160244
OI048169,ORD035546,PROD00068,3,98637
OI048170,ORD086008,PROD00703,3,185181
OI048171,ORD091994,PROD00232,1,5349
OI048172,ORD049606,PROD00135,4,284524
OI048173,ORD088204,PROD00344,3,44448
OI048174,ORD009982,PROD00045,3,233442
OI048175,ORD042386,PROD00809,3,51507
OI048176,ORD025033,PROD00482,4,25088
OI048177,ORD078832,PROD00082,4,315256
OI048178,ORD013866,PROD00776,4,375632
OI048179,ORD018240,PROD00694,3,71415
OI048180,ORD099872,PROD00095,3,136437
OI048181,ORD090483,PROD00126,3,56529
OI048182,ORD032642,PROD00332,2,11512
OI048183,ORD042286,PROD00352,4,69788
OI048184,ORD072010,PROD00893,4,30484
OI048185,ORD076679,PROD00236,3,160389
OI048186,ORD048567,PROD00302,2,180910
OI048187,ORD091738,PROD00245,4,276040
OI048188,ORD094493,PROD00852,1,96994
OI048189,ORD024834,PROD00132,3,36747
OI048190,ORD027299,PROD00831,1,50157
OI048191,ORD029658,PROD00845,1,18781
OI048192,ORD064214,PROD00079,4,327236
OI048193,ORD009276,PROD00592,4,260184
OI048194,ORD040624,PROD00308,2,175136
OI048195,ORD004331,PROD00152,2,63002
OI048196,ORD002488,PROD00949,3,55767
OI048197,ORD093282,PROD00741,3,245040
OI048198,ORD077764,PROD00369,2,36736
OI048199,ORD068993,PROD00958,4,94992
OI048200,ORD094330,PROD00632,1,29839
OI048201,ORD018713,PROD00403,2,46824
OI048202,ORD068916,PROD00226,3,169947
OI048203,ORD080453,PROD00485,1,90453
OI048204,ORD044962,PROD00581,1,54193
OI048205,ORD042380,PROD00144,1,88889
OI048206,ORD031630,PROD00075,3,140757
OI048207,ORD026493,PROD00213,4,125868
OI048208,ORD029415,PROD00058,4,310704
OI048209,ORD039084,PROD00949,1,18589
OI048210,ORD068420,PROD00091,3,118230
OI048211,ORD047402,PROD00569,3,193437
OI048212,ORD046103,PROD00393,2,188994
OI048213,ORD097390,PROD00382,2,92864
OI048214,ORD034141,PROD00572,3,51015
OI048215,ORD086985,PROD00805,4,276080
OI048216,ORD083417,PROD00021,3,81924
OI048217,ORD061201,PROD00366,1,55199
OI048218,ORD004678,PROD00824,1,9657
OI048219,ORD074852,PROD00632,3,89517
OI048220,ORD034611,PROD00659,1,21827
OI048221,ORD042508,PROD00895,4,94324
OI048222,ORD095576,PROD00873,4,249568
OI048223,ORD056429,PROD00406,4,137084
OI048224,ORD008762,PROD00274,3,14985
OI048225,ORD066651,PROD00710,3,108480
OI048226,ORD028559,PROD00750,4,201552
OI048227,ORD082946,PROD00554,4,28040
OI048228,ORD061368,PROD00429,4,248196
OI048229,ORD040700,PROD00572,2,34010
OI048230,ORD013601,PROD00655,4,199064
OI048231,ORD047166,PROD00217,3,217020
OI048232,ORD098685,PROD00437,2,48244
OI048233,ORD023856,PROD00176,4,370712
OI048234,ORD078019,PROD00417,1,99171
OI048235,ORD018795,PROD00124,2,7508
OI048236,ORD052481,PROD00140,3,242574
OI048237,ORD097847,PROD00430,1,62746
OI048238,ORD066717,PROD00112,4,257028
OI048239,ORD022162,PROD00900,4,181328
OI048240,ORD080661,PROD00086,2,128412
OI048241,ORD025939,PROD00014,3,209007
OI048242,ORD099072,PROD00395,2,18348
OI048243,ORD093345,PROD00801,1,56714
OI048244,ORD087614,PROD00994,4,321428
OI048245,ORD034614,PROD00783,2,169260
OI048246,ORD063400,PROD00167,2,35466
OI048247,ORD071830,PROD00641,3,252258
OI048248,ORD067742,PROD00307,2,50538
OI048249,ORD026279,PROD00514,1,89670
OI048250,ORD052961,PROD00883,1,91106
OI048251,ORD071877,PROD00851,1,97898
OI048252,ORD075878,PROD00177,1,33855
OI048253,ORD078398,PROD00872,2,175992
OI048254,ORD024977,PROD00802,1,5205
OI048255,ORD055768,PROD00423,3,83115
OI048256,ORD063973,PROD00899,2,89458
OI048257,ORD049343,PROD00623,2,26314
OI048258,ORD040095,PROD00419,4,321816
OI048259,ORD068278,PROD00105,1,92753
OI048260,ORD086639,PROD00485,1,90453
OI048261,ORD030145,PROD00656,3,247404
OI048262,ORD078574,PROD00569,3,193437
OI048263,ORD009291,PROD00652,3,68268
OI048264,ORD034366,PROD00188,2,35654
OI048265,ORD093979,PROD00719,3,110481
OI048266,ORD077796,PROD00367,2,70724
OI048267,ORD026902,PROD00362,4,297480
OI048268,ORD014699,PROD00794,4,172252
OI048269,ORD075452,PROD00797,3,78903
OI048270,ORD027209,PROD00180,4,367032
OI048271,ORD043371,PROD00493,4,205996
OI048272,ORD088235,PROD00224,1,4355
OI048273,ORD054035,PROD00801,1,56714
OI048274,ORD057378,PROD00443,2,118906
OI048275,ORD028995,PROD00328,4,292036
OI048276,ORD026770,PROD00603,2,113898
OI048277,ORD049406,PROD00253,3,139737
OI048278,ORD078119,PROD00793,2,45072
OI048279,ORD005160,PROD00616,3,259050
OI048280,ORD074245,PROD00940,3,33249
OI048281,ORD094749,PROD00559,3,75981
OI048282,ORD087431,PROD00466,2,28312
OI048283,ORD032690,PROD00649,4,353196
OI048284,ORD096365,PROD00376,4,160088
OI048285,ORD092475,PROD00185,1,7521
OI048286,ORD040813,PROD00252,1,29428
OI048287,ORD061954,PROD00123,3,191238
OI048288,ORD098152,PROD00057,1,25637
OI048289,ORD007398,PROD00639,2,17988
OI048290,ORD008879,PROD00411,3,171327
OI048291,ORD017811,PROD00112,3,192771
OI048292,ORD093044,PROD00303,2,124058
OI048293,ORD075498,PROD00548,2,52578
OI048294,ORD099842,PROD00295,3,250386
OI048295,ORD054435,PROD00620,2,188160
OI048296,ORD040249,PROD00248,2,614
OI048297,ORD021713,PROD00069,1,21736
OI048298,ORD078311,PROD00194,1,32010
OI048299,ORD096297,PROD00611,3,284910
OI048300,ORD099623,PROD00952,2,163832
OI048301,ORD002786,PROD00568,1,60803
OI048302,ORD075681,PROD00159,4,144564
OI048303,ORD091497,PROD00233,3,57903
OI048304,ORD061955,PROD00071,2,107302
OI048305,ORD041141,PROD00745,3,19068
OI048306,ORD097157,PROD00941,1,96568
OI048307,ORD074265,PROD00287,3,253548
OI048308,ORD024089,PROD00345,3,33714
OI048309,ORD076629,PROD00160,4,356080
OI048310,ORD087687,PROD00857,3,232662
OI048311,ORD084695,PROD00481,4,14924
OI048312,ORD031969,PROD00082,2,157628
OI048313,ORD058448,PROD00543,1,91174
OI048314,ORD099531,PROD00063,2,184318
OI048315,ORD057122,PROD00475,2,65768
OI048316,ORD068245,PROD00593,1,99089
OI048317,ORD083561,PROD00213,3,94401
OI048318,ORD029616,PROD00808,4,54372
OI048319,ORD026218,PROD00793,4,90144
OI048320,ORD024744,PROD00117,4,345860
OI048321,ORD049575,PROD00006,4,316936
OI048322,ORD044160,PROD00400,3,292917
OI048323,ORD097236,PROD00289,4,152668
OI048324,ORD032622,PROD00379,4,388532
OI048325,ORD010800,PROD00747,4,136148
OI048326,ORD096055,PROD00458,4,359924
OI048327,ORD009449,PROD00824,3,28971
OI048328,ORD089785,PROD00034,3,298212
OI048329,ORD003229,PROD00151,1,75488
OI048330,ORD049699,PROD00209,4,49692
OI048331,ORD012188,PROD00751,3,254490
OI048332,ORD028999,PROD00902,3,201807
OI048333,ORD080519,PROD00174,2,136976
OI048334,ORD033577,PROD00028,3,275547
OI048335,ORD097417,PROD00972,2,5302
OI048336,ORD054341,PROD00948,1,6923
OI048337,ORD055041,PROD00464,1,21323
OI048338,ORD031381,PROD00306,1,12429
OI048339,ORD057240,PROD00029,4,16856
OI048340,ORD099229,PROD00228,4,295576
OI048341,ORD035234,PROD00845,1,18781
OI048342,ORD012826,PROD00804,4,11756
OI048343,ORD012422,PROD00652,3,68268
OI048344,ORD098364,PROD00976,3,155421
OI048345,ORD040929,PROD00298,2,20964
OI048346,ORD054564,PROD00265,3,124269
OI048347,ORD004646,PROD00613,3,283689
OI048348,ORD047964,PROD00957,1,91279
OI048349,ORD024726,PROD00296,1,90617
OI048350,ORD029171,PROD00821,3,224109
OI048351,ORD086528,PROD00715,1,23325
OI048352,ORD045239,PROD00073,4,110792
OI048353,ORD099759,PROD00065,3,194496
OI048354,ORD060908,PROD00963,4,257064
OI048355,ORD044431,PROD00868,2,194678
OI048356,ORD069967,PROD00765,3,252090
OI048357,ORD072240,PROD00557,4,140256
OI048358,ORD076008,PROD00685,4,359688
OI048359,ORD077133,PROD00461,3,112761
OI048360,ORD010427,PROD00216,4,272432
OI048361,ORD083379,PROD00671,4,152000
OI048362,ORD052594,PROD00887,1,19546
OI048363,ORD049075,PROD00406,1,34271
OI048364,ORD057829,PROD00223,2,72956
OI048365,ORD009216,PROD00175,2,32228
OI048366,ORD074838,PROD00077,1,91155
OI048367,ORD083167,PROD00416,3,213987
OI048368,ORD043387,PROD00911,4,262932
OI048369,ORD079219,PROD00389,2,59788
OI048370,ORD085807,PROD00369,4,73472
OI048371,ORD035262,PROD00060,4,376308
OI048372,ORD033931,PROD00455,2,9796
OI048373,ORD051651,PROD00039,4,367344
OI048374,ORD044502,PROD00768,4,230072
OI048375,ORD098593,PROD00926,4,238936
OI048376,ORD001368,PROD00523,1,9966
OI048377,ORD098728,PROD00156,4,146204
OI048378,ORD038206,PROD00622,4,342228
OI048379,ORD087957,PROD00383,2,184324
OI048380,ORD037562,PROD00428,4,277408
OI048381,ORD075444,PROD00716,2,190772
OI048382,ORD031176,PROD00196,1,55854
OI048383,ORD060589,PROD00526,3,174018
OI048384,ORD033210,PROD00258,4,394560
OI048385,ORD053709,PROD00536,2,78758
OI048386,ORD001738,PROD00177,4,135420
OI048387,ORD075378,PROD00236,2,106926
OI048388,ORD074638,PROD00541,4,209044
OI048389,ORD077081,PROD00309,3,104082
OI048390,ORD021582,PROD00444,3,271359
OI048391,ORD007293,PROD00364,2,56558
OI048392,ORD065277,PROD00698,1,2123
OI048393,ORD030590,PROD00618,3,130923
OI048394,ORD087659,PROD00923,1,48877
OI048395,ORD037998,PROD00435,1,73394
OI048396,ORD078076,PROD00928,3,113769
OI048397,ORD096537,PROD00446,2,32304
OI048398,ORD068098,PROD00074,2,23326
OI048399,ORD015539,PROD00354,2,63844
OI048400,ORD024989,PROD00989,4,316628
OI048401,ORD034526,PROD00015,3,51561
OI048402,ORD034609,PROD00053,3,240219
OI048403,ORD069096,PROD00480,1,49823
OI048404,ORD017711,PROD00752,1,25151
OI048405,ORD046140,PROD00825,4,300284
OI048406,ORD009590,PROD00319,4,381020
OI048407,ORD016983,PROD00663,1,34296
OI048408,ORD070014,PROD00797,4,105204
OI048409,ORD055621,PROD00291,2,36346
OI048410,ORD027547,PROD00248,3,921
OI048411,ORD042290,PROD00209,4,49692
OI048412,ORD095028,PROD00510,4,254520
OI048413,ORD017791,PROD00046,3,107229
OI048414,ORD022928,PROD00901,4,346576
OI048415,ORD092265,PROD00608,1,24011
OI048416,ORD016013,PROD00906,1,48045
OI048417,ORD094190,PROD00096,2,157424
OI048418,ORD066078,PROD00154,2,68368
OI048419,ORD032807,PROD00884,2,177306
OI048420,ORD049598,PROD00343,2,148130
OI048421,ORD084606,PROD00467,1,28480
OI048422,ORD043564,PROD00376,3,120066
OI048423,ORD000470,PROD00062,4,142924
OI048424,ORD077810,PROD00434,4,26592
OI048425,ORD095151,PROD00699,1,59896
OI048426,ORD072759,PROD00833,2,187366
OI048427,ORD068606,PROD00023,2,132248
OI048428,ORD010512,PROD00128,1,90125
OI048429,ORD037718,PROD00723,4,57304
OI048430,ORD057855,PROD00373,4,371688
OI048431,ORD093892,PROD00023,4,264496
OI048432,ORD079631,PROD00691,3,29088
OI048433,ORD075517,PROD00033,1,96752
OI048434,ORD049485,PROD00721,2,131594
OI048435,ORD085193,PROD00895,2,47162
OI048436,ORD082378,PROD00411,4,228436
OI048437,ORD055660,PROD00736,3,113883
OI048438,ORD097874,PROD00340,1,91345
OI048439,ORD020301,PROD00906,1,48045
OI048440,ORD061853,PROD00964,3,145989
OI048441,ORD009329,PROD00819,1,80897
OI048442,ORD081243,PROD00641,2,168172
OI048443,ORD035268,PROD00849,3,51519
OI048444,ORD081978,PROD00362,4,297480
OI048445,ORD022980,PROD00874,1,29155
OI048446,ORD089021,PROD00931,4,51676
OI048447,ORD098631,PROD00440,2,192840
OI048448,ORD000931,PROD00388,3,135108
OI048449,ORD003300,PROD00342,3,113355
OI048450,ORD001277,PROD00301,4,258848
OI048451,ORD036995,PROD00782,2,167840
OI048452,ORD066339,PROD00012,2,16450
OI048453,ORD098426,PROD00933,2,127940
OI048454,ORD044891,PROD00635,1,27144
OI048455,ORD013566,PROD00772,4,33716
OI048456,ORD056555,PROD00498,1,25531
OI048457,ORD048222,PROD00680,4,79892
OI048458,ORD045510,PROD00042,3,267756
OI048459,ORD062851,PROD00102,2,14502
OI048460,ORD017478,PROD00388,3,135108
OI048461,ORD063955,PROD00045,2,155628
OI048462,ORD004724,PROD00211,1,14310
OI048463,ORD097521,PROD00185,4,30084
OI048464,ORD065111,PROD00273,1,91978
OI048465,ORD098858,PROD00629,4,366792
OI048466,ORD035809,PROD00339,2,63304
OI048467,ORD087754,PROD00230,3,222507
OI048468,ORD084381,PROD00690,2,165434
OI048469,ORD068755,PROD00134,1,21775
OI048470,ORD030220,PROD00349,1,50300
OI048471,ORD032336,PROD00479,2,129482
OI048472,ORD046067,PROD00524,4,280668
OI048473,ORD035971,PROD00945,2,1762
OI048474,ORD048887,PROD00661,2,136312
OI048475,ORD015313,PROD00227,3,103809
OI048476,ORD051153,PROD00521,4,40968
OI048477,ORD084681,PROD00403,1,23412
OI048478,ORD024142,PROD00160,1,89020
OI048479,ORD000784,PROD00272,3,169119
OI048480,ORD018488,PROD00278,1,9815
OI048481,ORD007664,PROD00590,3,231213
OI048482,ORD000727,PROD00775,1,54320
OI048483,ORD009132,PROD00653,4,220988
OI048484,ORD052261,PROD00569,2,128958
OI048485,ORD031511,PROD00242,2,85856
OI048486,ORD024034,PROD00448,2,107040
OI048487,ORD025531,PROD00453,3,211293
OI048488,ORD090831,PROD00554,4,28040
OI048489,ORD073846,PROD00493,4,205996
OI048490,ORD059677,PROD00884,4,354612
OI048491,ORD098779,PROD00654,1,91496
OI048492,ORD096130,PROD00818,4,93408
OI048493,ORD010477,PROD00122,1,72688
OI048494,ORD068920,PROD00925,3,202089
OI048495,ORD037812,PROD00916,1,69386
OI048496,ORD057913,PROD00103,1,57816
OI048497,ORD083413,PROD00869,1,27028
OI048498,ORD084101,PROD00460,3,75663
OI048499,ORD027658,PROD00376,3,120066
OI048500,ORD032603,PROD00294,2,180946
OI048501,ORD034596,PROD00755,2,32568
OI048502,ORD043424,PROD00531,3,16617
OI048503,ORD028234,PROD00576,2,53812
