payment_id,order_id,payment_method,payment_status,amount
PAY021517,ORD021517,Credit Card,Completed,239979.0
PAY021518,ORD021518,Debit Card,Completed,
PAY021519,ORD021519,Net Banking,Completed,78712.0
PAY021520,ORD021520,Debit Card,Pending,374132.0
PAY021521,ORD021521,UPI,Completed,
PAY021522,ORD021522,Debit Card,Completed,114731.0
PAY021523,ORD021523,Net Banking,Completed,169947.0
PAY021524,ORD021524,Net Banking,Pending,322518.0
PAY021525,ORD021525,UPI,Failed,23271.0
PAY021526,ORD021526,Debit Card,Completed,3181.0
PAY021527,ORD021527,UPI,Completed,334743.0
PAY021528,ORD021528,Wallet,Completed,827392.0
PAY021529,ORD021529,Credit Card,Completed,196403.0
PAY021530,ORD021530,Net Banking,Completed,105311.0
PAY021531,ORD021531,UPI,Completed,29834.0
PAY021532,ORD021532,Net Banking,Pending,
PAY021533,ORD021533,Debit Card,Completed,511541.0
PAY021534,ORD021534,Wallet,Completed,142510.0
PAY021535,ORD021535,Debit Card,Completed,76137.0
PAY021536,ORD021536,Wallet,Completed,22543.0
PAY021537,ORD021537,Net Banking,Completed,
PAY021538,ORD021538,Debit Card,Completed,252798.0
PAY021539,ORD021539,Debit Card,Completed,252655.0
PAY021540,ORD021540,Credit Card,Completed,30673.0
PAY021541,ORD021541,Credit Card,Completed,
PAY021542,ORD021542,Debit Card,Failed,849079.0
PAY021543,ORD021543,Wallet,Completed,
PAY021544,ORD021544,Wallet,Completed,
PAY021545,ORD021545,Credit Card,Completed,62811.0
PAY021546,ORD021546,Net Banking,Completed,65161.0
PAY021547,ORD021547,UPI,Completed,59094.0
PAY021548,ORD021548,Debit Card,Completed,275542.0
PAY021549,ORD021549,Net Banking,Completed,442338.0
PAY021550,ORD021550,Credit Card,Completed,231336.0
PAY021551,ORD021551,Net Banking,Completed,132516.0
PAY021552,ORD021552,Net Banking,Completed,38040.0
PAY021553,ORD021553,Credit Card,Completed,468825.0
PAY021554,ORD021554,Wallet,Completed,
PAY021555,ORD021555,Wallet,Completed,142855.0
PAY021556,ORD021556,Net Banking,Completed,98412.0
PAY021557,ORD021557,Debit Card,Completed,84432.0
PAY021558,ORD021558,Credit Card,Pending,80416.0
PAY021559,ORD021559,Wallet,Completed,307181.0
PAY021560,ORD021560,Credit Card,Completed,88068.0
PAY021561,ORD021561,Net Banking,Completed,79157.0
PAY021562,ORD021562,UPI,Completed,
PAY021563,ORD021563,Net Banking,Completed,
PAY021564,ORD021564,Wallet,Completed,745396.0
PAY021565,ORD021565,Wallet,Completed,415763.0
PAY021566,ORD021566,UPI,Completed,218569.0
PAY021567,ORD021567,Wallet,Completed,
PAY021568,ORD021568,Credit Card,Failed,290419.0
PAY021569,ORD021569,Net Banking,Completed,13486.0
PAY021570,ORD021570,Net Banking,Completed,153894.0
PAY021571,ORD021571,Wallet,Completed,
PAY021572,ORD021572,Debit Card,Completed,78405.0
PAY021573,ORD021573,Credit Card,Completed,289188.0
PAY021574,ORD021574,Net Banking,Completed,437048.0
PAY021575,ORD021575,Debit Card,Completed,
PAY021576,ORD021576,Wallet,Failed,327420.0
PAY021577,ORD021577,UPI,Completed,296312.0
PAY021578,ORD021578,Wallet,Completed,
PAY021579,ORD021579,Credit Card,Failed,280318.0
PAY021580,ORD021580,Net Banking,Completed,616476.0
PAY021581,ORD021581,UPI,Completed,297088.0
PAY021582,ORD021582,Debit Card,Failed,400143.0
PAY021583,ORD021583,Credit Card,Completed,83758.0
PAY021584,ORD021584,Net Banking,Completed,604650.0
PAY021585,ORD021585,Wallet,Completed,124490.0
PAY021586,ORD021586,Net Banking,Completed,331546.0
PAY021587,ORD021587,Debit Card,Failed,59574.0
PAY021588,ORD021588,UPI,Completed,
PAY021589,ORD021589,UPI,Pending,217680.0
PAY021590,ORD021590,UPI,Completed,285316.0
PAY021591,ORD021591,Credit Card,Completed,697727.0
PAY021592,ORD021592,Wallet,Completed,
PAY021593,ORD021593,Credit Card,Completed,
PAY021594,ORD021594,Credit Card,Failed,9657.0
PAY021595,ORD021595,Net Banking,Completed,39982.0
PAY021596,ORD021596,Net Banking,Completed,
PAY021597,ORD021597,Wallet,Completed,71856.0
PAY021598,ORD021598,UPI,Completed,
PAY021599,ORD021599,Debit Card,Completed,198338.0
PAY021600,ORD021600,Credit Card,Completed,7251.0
PAY021601,ORD021601,Wallet,Completed,629226.0
PAY021602,ORD021602,Credit Card,Pending,86644.0
PAY021603,ORD021603,Wallet,Completed,196637.0
PAY021604,ORD021604,Net Banking,Completed,
PAY021605,ORD021605,Wallet,Completed,92834.0
PAY021606,ORD021606,Wallet,Completed,500517.0
PAY021607,ORD021607,Wallet,Completed,435427.0
PAY021608,ORD021608,Net Banking,Completed,
PAY021609,ORD021609,Credit Card,Completed,237156.0
PAY021610,ORD021610,Credit Card,Completed,83557.0
PAY021611,ORD021611,Net Banking,Completed,11078.0
PAY021612,ORD021612,Net Banking,Failed,
PAY021613,ORD021613,Debit Card,Completed,138656.0
PAY021614,ORD021614,UPI,Failed,159957.0
PAY021615,ORD021615,Debit Card,Completed,235623.0
PAY021616,ORD021616,UPI,Completed,116165.0
PAY021617,ORD021617,Credit Card,Completed,520400.0
PAY021618,ORD021618,Debit Card,Completed,179844.0
PAY021619,ORD021619,UPI,Pending,81175.0
PAY021620,ORD021620,Net Banking,Completed,94116.0
PAY021621,ORD021621,Debit Card,Failed,491308.0
PAY021622,ORD021622,Net Banking,Failed,141675.0
PAY021623,ORD021623,Debit Card,Completed,447355.0
PAY021624,ORD021624,Debit Card,Completed,812199.0
PAY021625,ORD021625,Debit Card,Completed,13065.0
PAY021626,ORD021626,UPI,Failed,45353.0
PAY021627,ORD021627,Wallet,Completed,130355.0
PAY021628,ORD021628,Credit Card,Failed,289260.0
PAY021629,ORD021629,Net Banking,Completed,514865.0
PAY021630,ORD021630,Net Banking,Completed,247721.0
PAY021631,ORD021631,Debit Card,Completed,96436.0
PAY021632,ORD021632,Credit Card,Completed,90080.0
PAY021633,ORD021633,Debit Card,Completed,762664.0
PAY021634,ORD021634,Debit Card,Completed,339855.0
PAY021635,ORD021635,UPI,Completed,241071.0
PAY021636,ORD021636,Credit Card,Completed,79982.0
PAY021637,ORD021637,Wallet,Completed,235074.0
PAY021638,ORD021638,UPI,Completed,307.0
PAY021639,ORD021639,UPI,Failed,87782.0
PAY021640,ORD021640,Debit Card,Pending,71488.0
PAY021641,ORD021641,Net Banking,Completed,179828.0
PAY021642,ORD021642,Net Banking,Completed,
PAY021643,ORD021643,Wallet,Failed,
PAY021644,ORD021644,Debit Card,Completed,195157.0
PAY021645,ORD021645,Credit Card,Completed,179638.0
PAY021646,ORD021646,Wallet,Completed,159720.0
PAY021647,ORD021647,UPI,Completed,202312.0
PAY021648,ORD021648,Net Banking,Completed,108972.0
PAY021649,ORD021649,Wallet,Completed,231848.0
PAY021650,ORD021650,Credit Card,Completed,168060.0
PAY021651,ORD021651,Credit Card,Completed,492040.0
PAY021652,ORD021652,Wallet,Completed,46640.0
PAY021653,ORD021653,Net Banking,Completed,693078.0
PAY021654,ORD021654,Debit Card,Completed,4898.0
PAY021655,ORD021655,Credit Card,Completed,
PAY021656,ORD021656,Wallet,Completed,357248.0
PAY021657,ORD021657,Wallet,Completed,
PAY021658,ORD021658,UPI,Completed,76182.0
PAY021659,ORD021659,UPI,Failed,337596.0
PAY021660,ORD021660,Wallet,Completed,299937.0
PAY021661,ORD021661,Net Banking,Completed,560551.0
PAY021662,ORD021662,Wallet,Completed,65894.0
PAY021663,ORD021663,Net Banking,Completed,199068.0
PAY021664,ORD021664,Net Banking,Failed,88083.0
PAY021665,ORD021665,Credit Card,Failed,197646.0
PAY021666,ORD021666,Credit Card,Completed,193917.0
PAY021667,ORD021667,Net Banking,Completed,443753.0
PAY021668,ORD021668,Net Banking,Completed,73670.0
PAY021669,ORD021669,Debit Card,Completed,218064.0
PAY021670,ORD021670,Net Banking,Completed,158840.0
PAY021671,ORD021671,Debit Card,Completed,42928.0
PAY021672,ORD021672,Debit Card,Completed,144636.0
PAY021673,ORD021673,Wallet,Failed,55831.0
PAY021674,ORD021674,Debit Card,Completed,190772.0
PAY021675,ORD021675,Wallet,Completed,167607.0
PAY021676,ORD021676,Net Banking,Failed,
PAY021677,ORD021677,Debit Card,Completed,
PAY021678,ORD021678,Net Banking,Failed,
PAY021679,ORD021679,Wallet,Completed,
PAY021680,ORD021680,UPI,Completed,252932.0
PAY021681,ORD021681,Debit Card,Failed,150645.0
PAY021682,ORD021682,UPI,Completed,161794.0
PAY021683,ORD021683,Wallet,Completed,171802.0
PAY021684,ORD021684,Debit Card,Completed,
PAY021685,ORD021685,Debit Card,Completed,161217.0
PAY021686,ORD021686,Wallet,Completed,392861.0
PAY021687,ORD021687,Net Banking,Completed,149856.0
PAY021688,ORD021688,Wallet,Completed,330771.0
PAY021689,ORD021689,Debit Card,Completed,12808.0
PAY021690,ORD021690,UPI,Completed,172204.0
PAY021691,ORD021691,Net Banking,Failed,127571.0
PAY021692,ORD021692,Net Banking,Completed,224683.0
PAY021693,ORD021693,UPI,Completed,23352.0
PAY021694,ORD021694,Credit Card,Completed,
PAY021695,ORD021695,Wallet,Completed,
PAY021696,ORD021696,Wallet,Completed,51062.0
PAY021697,ORD021697,Net Banking,Failed,221766.0
PAY021698,ORD021698,Debit Card,Failed,
PAY021699,ORD021699,Net Banking,Completed,279959.0
PAY021700,ORD021700,Debit Card,Completed,
PAY021701,ORD021701,Credit Card,Completed,252548.0
PAY021702,ORD021702,UPI,Completed,
PAY021703,ORD021703,Credit Card,Completed,
PAY021704,ORD021704,Credit Card,Completed,357082.0
PAY021705,ORD021705,Credit Card,Completed,54288.0
PAY021706,ORD021706,Debit Card,Completed,6952.0
PAY021707,ORD021707,Net Banking,Completed,295263.0
PAY021708,ORD021708,Wallet,Completed,58478.0
PAY021709,ORD021709,Wallet,Completed,154497.0
PAY021710,ORD021710,Debit Card,Completed,263752.0
PAY021711,ORD021711,Debit Card,Completed,
PAY021712,ORD021712,Net Banking,Completed,
PAY021713,ORD021713,Debit Card,Completed,545314.0
PAY021714,ORD021714,UPI,Completed,140928.0
PAY021715,ORD021715,Debit Card,Completed,144702.0
PAY021716,ORD021716,Debit Card,Completed,68376.0
PAY021717,ORD021717,UPI,Completed,787604.0
PAY021718,ORD021718,Credit Card,Completed,
PAY021719,ORD021719,Wallet,Completed,594148.0
PAY021720,ORD021720,Wallet,Pending,93622.0
PAY021721,ORD021721,Credit Card,Pending,
PAY021722,ORD021722,Wallet,Completed,297513.0
PAY021723,ORD021723,Debit Card,Completed,448272.0
PAY021724,ORD021724,UPI,Completed,58207.0
PAY021725,ORD021725,Credit Card,Completed,160484.0
PAY021726,ORD021726,Net Banking,Completed,
PAY021727,ORD021727,UPI,Completed,361960.0
PAY021728,ORD021728,Debit Card,Completed,134510.0
PAY021729,ORD021729,UPI,Completed,412012.0
PAY021730,ORD021730,UPI,Completed,18413.0
PAY021731,ORD021731,Credit Card,Completed,226804.0
PAY021732,ORD021732,Credit Card,Completed,526952.0
PAY021733,ORD021733,UPI,Completed,
PAY021734,ORD021734,UPI,Completed,174279.0
PAY021735,ORD021735,Credit Card,Completed,519911.0
PAY021736,ORD021736,Debit Card,Completed,458208.0
PAY021737,ORD021737,Net Banking,Failed,217590.0
PAY021738,ORD021738,Wallet,Completed,473008.0
PAY021739,ORD021739,Net Banking,Completed,116661.0
PAY021740,ORD021740,UPI,Completed,
PAY021741,ORD021741,Wallet,Failed,
PAY021742,ORD021742,Credit Card,Completed,376622.0
PAY021743,ORD021743,Net Banking,Completed,195373.0
PAY021744,ORD021744,Net Banking,Completed,599813.0
PAY021745,ORD021745,Credit Card,Completed,214604.0
PAY021746,ORD021746,Credit Card,Completed,481657.0
PAY021747,ORD021747,Net Banking,Completed,495202.0
PAY021748,ORD021748,Wallet,Completed,39982.0
PAY021749,ORD021749,Debit Card,Completed,
PAY021750,ORD021750,UPI,Completed,
PAY021751,ORD021751,UPI,Completed,
PAY021752,ORD021752,Credit Card,Completed,262881.0
PAY021753,ORD021753,Debit Card,Completed,
PAY021754,ORD021754,Wallet,Completed,
PAY021755,ORD021755,UPI,Failed,
PAY021756,ORD021756,Wallet,Completed,96420.0
PAY021757,ORD021757,Net Banking,Completed,431402.0
PAY021758,ORD021758,Net Banking,Completed,21712.0
PAY021759,ORD021759,Wallet,Completed,879451.0
PAY021760,ORD021760,Debit Card,Failed,406883.0
PAY021761,ORD021761,Debit Card,Completed,88304.0
PAY021762,ORD021762,Debit Card,Completed,
PAY021763,ORD021763,Credit Card,Failed,171140.0
PAY021764,ORD021764,Net Banking,Completed,507988.0
PAY021765,ORD021765,Net Banking,Completed,
PAY021766,ORD021766,Net Banking,Completed,69669.0
PAY021767,ORD021767,UPI,Completed,185844.0
PAY021768,ORD021768,Net Banking,Completed,
PAY021769,ORD021769,UPI,Completed,346812.0
PAY021770,ORD021770,Net Banking,Pending,395048.0
PAY021771,ORD021771,Credit Card,Completed,155822.0
PAY021772,ORD021772,Debit Card,Completed,194266.0
PAY021773,ORD021773,Wallet,Completed,313432.0
PAY021774,ORD021774,Credit Card,Pending,398302.0
PAY021775,ORD021775,Wallet,Completed,14457.0
PAY021776,ORD021776,Credit Card,Completed,131088.0
PAY021777,ORD021777,Wallet,Completed,116964.0
PAY021778,ORD021778,UPI,Completed,96488.0
PAY021779,ORD021779,Net Banking,Completed,
PAY021780,ORD021780,UPI,Completed,133614.0
PAY021781,ORD021781,UPI,Completed,236802.0
PAY021782,ORD021782,UPI,Completed,486836.0
PAY021783,ORD021783,UPI,Completed,223346.0
PAY021784,ORD021784,Net Banking,Completed,114926.0
PAY021785,ORD021785,Debit Card,Completed,270992.0
PAY021786,ORD021786,UPI,Completed,85846.0
PAY021787,ORD021787,Debit Card,Completed,
PAY021788,ORD021788,UPI,Completed,206617.0
PAY021789,ORD021789,Credit Card,Completed,67710.0
PAY021790,ORD021790,UPI,Completed,
PAY021791,ORD021791,Wallet,Completed,
PAY021792,ORD021792,UPI,Completed,231220.0
PAY021793,ORD021793,Net Banking,Failed,26972.0
PAY021794,ORD021794,UPI,Completed,257064.0
PAY021795,ORD021795,UPI,Completed,
PAY021796,ORD021796,Net Banking,Completed,273000.0
PAY021797,ORD021797,Debit Card,Completed,185346.0
PAY021798,ORD021798,UPI,Completed,384688.0
PAY021799,ORD021799,Net Banking,Completed,361812.0
PAY021800,ORD021800,UPI,Pending,
PAY021801,ORD021801,UPI,Failed,
PAY021802,ORD021802,UPI,Completed,
PAY021803,ORD021803,UPI,Completed,160051.0
PAY021804,ORD021804,Wallet,Completed,165538.0
PAY021805,ORD021805,Debit Card,Completed,217457.0
PAY021806,ORD021806,Credit Card,Completed,128868.0
PAY021807,ORD021807,Net Banking,Completed,225016.0
PAY021808,ORD021808,Debit Card,Completed,422823.0
PAY021809,ORD021809,Net Banking,Completed,
PAY021810,ORD021810,UPI,Completed,
PAY021811,ORD021811,Debit Card,Completed,586189.0
PAY021812,ORD021812,UPI,Completed,59308.0
PAY021813,ORD021813,Wallet,Pending,
PAY021814,ORD021814,Net Banking,Completed,204316.0
PAY021815,ORD021815,Debit Card,Completed,25327.0
PAY021816,ORD021816,Credit Card,Failed,124076.0
PAY021817,ORD021817,UPI,Completed,283306.0
PAY021818,ORD021818,Wallet,Completed,81076.0
PAY021819,ORD021819,Net Banking,Completed,
PAY021820,ORD021820,UPI,Completed,133614.0
PAY021821,ORD021821,UPI,Completed,56288.0
PAY021822,ORD021822,Net Banking,Completed,147740.0
PAY021823,ORD021823,Debit Card,Completed,
PAY021824,ORD021824,Debit Card,Completed,174018.0
PAY021825,ORD021825,Net Banking,Completed,64748.0
PAY021826,ORD021826,Wallet,Completed,134024.0
PAY021827,ORD021827,UPI,Completed,174908.0
PAY021828,ORD021828,UPI,Pending,
PAY021829,ORD021829,Debit Card,Completed,7631.0
PAY021830,ORD021830,Credit Card,Pending,290664.0
PAY021831,ORD021831,Net Banking,Completed,
PAY021832,ORD021832,Credit Card,Completed,298212.0
PAY021833,ORD021833,Credit Card,Completed,
PAY021834,ORD021834,Debit Card,Completed,345860.0
PAY021835,ORD021835,Net Banking,Completed,99830.0
PAY021836,ORD021836,Net Banking,Completed,963480.0
PAY021837,ORD021837,Credit Card,Completed,480710.0
PAY021838,ORD021838,Credit Card,Completed,
PAY021839,ORD021839,Wallet,Completed,242754.0
PAY021840,ORD021840,Wallet,Completed,64127.0
PAY021841,ORD021841,UPI,Completed,412656.0
PAY021842,ORD021842,UPI,Completed,6541.0
PAY021843,ORD021843,Debit Card,Completed,
PAY021844,ORD021844,Wallet,Completed,305488.0
PAY021845,ORD021845,Wallet,Completed,142614.0
PAY021846,ORD021846,Net Banking,Completed,361273.0
PAY021847,ORD021847,Wallet,Completed,110367.0
PAY021848,ORD021848,Credit Card,Completed,
PAY021849,ORD021849,Credit Card,Completed,385732.0
PAY021850,ORD021850,Debit Card,Completed,74296.0
PAY021851,ORD021851,Net Banking,Failed,
PAY021852,ORD021852,UPI,Completed,94118.0
PAY021853,ORD021853,UPI,Completed,177528.0
PAY021854,ORD021854,Credit Card,Completed,
PAY021855,ORD021855,UPI,Completed,
PAY021856,ORD021856,Wallet,Completed,
PAY021857,ORD021857,Debit Card,Completed,37704.0
PAY021858,ORD021858,Net Banking,Completed,442188.0
PAY021859,ORD021859,Wallet,Completed,304284.0
PAY021860,ORD021860,Net Banking,Completed,
PAY021861,ORD021861,Debit Card,Completed,181860.0
PAY021862,ORD021862,Net Banking,Completed,
PAY021863,ORD021863,Net Banking,Completed,375120.0
PAY021864,ORD021864,Debit Card,Failed,63537.0
PAY021865,ORD021865,UPI,Completed,586507.0
PAY021866,ORD021866,Credit Card,Completed,215421.0
PAY021867,ORD021867,UPI,Completed,87768.0
PAY021868,ORD021868,Credit Card,Completed,327236.0
PAY021869,ORD021869,Credit Card,Completed,
PAY021870,ORD021870,Wallet,Completed,486890.0
PAY021871,ORD021871,Wallet,Completed,443018.0
PAY021872,ORD021872,UPI,Completed,320099.0
PAY021873,ORD021873,Wallet,Completed,169065.0
PAY021874,ORD021874,Net Banking,Completed,
PAY021875,ORD021875,Wallet,Completed,64128.0
PAY021876,ORD021876,Wallet,Completed,94944.0
PAY021877,ORD021877,Wallet,Completed,511024.0
PAY021878,ORD021878,UPI,Pending,325928.0
PAY021879,ORD021879,Wallet,Completed,
PAY021880,ORD021880,Credit Card,Completed,292120.0
PAY021881,ORD021881,UPI,Completed,18416.0
PAY021882,ORD021882,Credit Card,Completed,319522.0
PAY021883,ORD021883,Net Banking,Completed,140871.0
PAY021884,ORD021884,Wallet,Completed,217826.0
PAY021885,ORD021885,Wallet,Completed,170142.0
PAY021886,ORD021886,Credit Card,Pending,
PAY021887,ORD021887,Debit Card,Completed,172119.0
PAY021888,ORD021888,UPI,Completed,
PAY021889,ORD021889,Credit Card,Completed,28796.0
PAY021890,ORD021890,Wallet,Completed,65516.0
PAY021891,ORD021891,Debit Card,Completed,413361.0
PAY021892,ORD021892,Credit Card,Pending,130322.0
PAY021893,ORD021893,Debit Card,Completed,
PAY021894,ORD021894,Net Banking,Completed,160832.0
PAY021895,ORD021895,Wallet,Completed,54320.0
PAY021896,ORD021896,Net Banking,Failed,103228.0
PAY021897,ORD021897,Debit Card,Completed,361892.0
PAY021898,ORD021898,Wallet,Completed,155553.0
PAY021899,ORD021899,UPI,Completed,423132.0
PAY021900,ORD021900,Wallet,Pending,186316.0
PAY021901,ORD021901,Net Banking,Completed,59325.0
PAY021902,ORD021902,Net Banking,Failed,
PAY021903,ORD021903,Net Banking,Completed,106344.0
PAY021904,ORD021904,Credit Card,Completed,383489.0
PAY021905,ORD021905,Wallet,Completed,132633.0
PAY021906,ORD021906,Wallet,Completed,
PAY021907,ORD021907,Credit Card,Completed,
PAY021908,ORD021908,UPI,Completed,
PAY021909,ORD021909,Net Banking,Failed,104460.0
PAY021910,ORD021910,Credit Card,Completed,5447.0
PAY021911,ORD021911,Net Banking,Completed,
PAY021912,ORD021912,Credit Card,Completed,
PAY021913,ORD021913,Debit Card,Completed,291711.0
PAY021914,ORD021914,Credit Card,Completed,76473.0
PAY021915,ORD021915,Net Banking,Completed,315779.0
PAY021916,ORD021916,Wallet,Failed,25637.0
PAY021917,ORD021917,Debit Card,Completed,672401.0
PAY021918,ORD021918,Credit Card,Completed,135563.0
PAY021919,ORD021919,Credit Card,Completed,386704.0
PAY021920,ORD021920,Credit Card,Completed,396144.0
PAY021921,ORD021921,UPI,Completed,328048.0
PAY021922,ORD021922,Wallet,Completed,27087.0
PAY021923,ORD021923,Debit Card,Completed,25616.0
PAY021924,ORD021924,Net Banking,Completed,331944.0
PAY021925,ORD021925,Credit Card,Completed,53864.0
PAY021926,ORD021926,UPI,Completed,475620.0
PAY021927,ORD021927,Credit Card,Completed,340480.0
PAY021928,ORD021928,Debit Card,Pending,
PAY021929,ORD021929,Credit Card,Completed,377576.0
PAY021930,ORD021930,Debit Card,Completed,201542.0
PAY021931,ORD021931,UPI,Completed,161960.0
PAY021932,ORD021932,Wallet,Completed,155050.0
PAY021933,ORD021933,Wallet,Completed,279165.0
PAY021934,ORD021934,Wallet,Completed,188238.0
PAY021935,ORD021935,Debit Card,Completed,91711.0
PAY021936,ORD021936,Wallet,Completed,448105.0
PAY021937,ORD021937,Wallet,Completed,113094.0
PAY021938,ORD021938,Net Banking,Completed,600940.0
PAY021939,ORD021939,Debit Card,Completed,429534.0
PAY021940,ORD021940,UPI,Completed,
PAY021941,ORD021941,Credit Card,Failed,175137.0
PAY021942,ORD021942,Credit Card,Completed,145876.0
PAY021943,ORD021943,Debit Card,Completed,
PAY021944,ORD021944,Credit Card,Completed,790458.0
PAY021945,ORD021945,Wallet,Completed,86016.0
PAY021946,ORD021946,Wallet,Completed,
PAY021947,ORD021947,Credit Card,Completed,122126.0
PAY021948,ORD021948,Net Banking,Completed,157266.0
PAY021949,ORD021949,Wallet,Completed,
PAY021950,ORD021950,UPI,Completed,
PAY021951,ORD021951,UPI,Completed,72548.0
PAY021952,ORD021952,Net Banking,Completed,142142.0
PAY021953,ORD021953,Wallet,Completed,791367.0
PAY021954,ORD021954,Credit Card,Completed,143804.0
PAY021955,ORD021955,Credit Card,Completed,434433.0
PAY021956,ORD021956,Wallet,Completed,274238.0
PAY021957,ORD021957,Debit Card,Completed,155994.0
PAY021958,ORD021958,Net Banking,Completed,
PAY021959,ORD021959,Wallet,Completed,203462.0
PAY021960,ORD021960,Credit Card,Completed,100110.0
PAY021961,ORD021961,Credit Card,Completed,
PAY021962,ORD021962,Credit Card,Completed,
PAY021963,ORD021963,UPI,Completed,
PAY021964,ORD021964,Wallet,Completed,
PAY021965,ORD021965,Debit Card,Completed,
PAY021966,ORD021966,Debit Card,Completed,56274.0
PAY021967,ORD021967,UPI,Completed,
PAY021968,ORD021968,Credit Card,Completed,
PAY021969,ORD021969,Net Banking,Pending,
PAY021970,ORD021970,UPI,Completed,166557.0
PAY021971,ORD021971,UPI,Completed,282354.0
PAY021972,ORD021972,Credit Card,Completed,
PAY021973,ORD021973,Debit Card,Completed,
PAY021974,ORD021974,Wallet,Completed,455195.0
PAY021975,ORD021975,UPI,Completed,67818.0
PAY021976,ORD021976,Wallet,Completed,16284.0
PAY021977,ORD021977,Debit Card,Completed,64202.0
PAY021978,ORD021978,Debit Card,Completed,189596.0
PAY021979,ORD021979,Net Banking,Completed,273288.0
PAY021980,ORD021980,Debit Card,Completed,520878.0
PAY021981,ORD021981,Debit Card,Completed,124352.0
PAY021982,ORD021982,Net Banking,Completed,168364.0
PAY021983,ORD021983,Net Banking,Completed,
PAY021984,ORD021984,UPI,Completed,68719.0
PAY021985,ORD021985,Credit Card,Completed,
PAY021986,ORD021986,Credit Card,Completed,
PAY021987,ORD021987,Wallet,Completed,
PAY021988,ORD021988,Debit Card,Completed,29239.0
PAY021989,ORD021989,Debit Card,Completed,219369.0
PAY021990,ORD021990,Net Banking,Completed,135996.0
PAY021991,ORD021991,Debit Card,Completed,321960.0
PAY021992,ORD021992,Net Banking,Completed,254490.0
PAY021993,ORD021993,Wallet,Completed,455453.0
PAY021994,ORD021994,Net Banking,Completed,197928.0
PAY021995,ORD021995,Net Banking,Completed,49692.0
PAY021996,ORD021996,Credit Card,Completed,
PAY021997,ORD021997,Credit Card,Completed,77134.0
PAY021998,ORD021998,Net Banking,Completed,
PAY021999,ORD021999,Net Banking,Completed,635114.0
PAY022000,ORD022000,UPI,Completed,264831.0
PAY022001,ORD022001,UPI,Completed,
PAY022002,ORD022002,UPI,Completed,76859.0
PAY022003,ORD022003,Net Banking,Completed,
PAY022004,ORD022004,Wallet,Completed,655730.0
PAY022005,ORD022005,Wallet,Completed,
PAY022006,ORD022006,Debit Card,Completed,
PAY022007,ORD022007,Net Banking,Completed,122730.0
PAY022008,ORD022008,Wallet,Completed,131032.0
PAY022009,ORD022009,Credit Card,Completed,52689.0
PAY022010,ORD022010,Debit Card,Completed,444217.0
PAY022011,ORD022011,Credit Card,Completed,222076.0
PAY022012,ORD022012,Wallet,Completed,
PAY022013,ORD022013,Debit Card,Pending,136672.0
PAY022014,ORD022014,Debit Card,Completed,90856.0
PAY022015,ORD022015,Credit Card,Completed,543265.0
PAY022016,ORD022016,Net Banking,Completed,6272.0
PAY022017,ORD022017,Credit Card,Completed,39991.0
PAY022018,ORD022018,Net Banking,Completed,
PAY022019,ORD022019,UPI,Completed,285039.0
PAY022020,ORD022020,Wallet,Pending,402509.0
PAY022021,ORD022021,Net Banking,Completed,38567.0
PAY022022,ORD022022,Credit Card,Completed,144872.0
PAY022023,ORD022023,Wallet,Completed,
PAY022024,ORD022024,Credit Card,Failed,
PAY022025,ORD022025,UPI,Completed,418465.0
PAY022026,ORD022026,Credit Card,Completed,
PAY022027,ORD022027,Net Banking,Failed,
PAY022028,ORD022028,Net Banking,Completed,
PAY022029,ORD022029,Debit Card,Completed,
PAY022030,ORD022030,Debit Card,Pending,100395.0
PAY022031,ORD022031,Wallet,Completed,195872.0
PAY022032,ORD022032,Net Banking,Completed,
PAY022033,ORD022033,Debit Card,Completed,
PAY022034,ORD022034,Net Banking,Completed,58105.0
PAY022035,ORD022035,Net Banking,Failed,
PAY022036,ORD022036,Credit Card,Completed,286469.0
PAY022037,ORD022037,Net Banking,Completed,35685.0
PAY022038,ORD022038,Debit Card,Completed,182193.0
PAY022039,ORD022039,Net Banking,Completed,359688.0
PAY022040,ORD022040,Net Banking,Failed,253425.0
PAY022041,ORD022041,Debit Card,Completed,
PAY022042,ORD022042,Credit Card,Completed,443824.0
PAY022043,ORD022043,UPI,Completed,21396.0
PAY022044,ORD022044,Debit Card,Completed,197050.0
PAY022045,ORD022045,Credit Card,Completed,86126.0
PAY022046,ORD022046,Debit Card,Completed,196422.0
PAY022047,ORD022047,Debit Card,Completed,177414.0
PAY022048,ORD022048,Credit Card,Completed,24498.0
PAY022049,ORD022049,Debit Card,Completed,27056.0
PAY022050,ORD022050,Credit Card,Completed,
PAY022051,ORD022051,Debit Card,Completed,
PAY022052,ORD022052,Net Banking,Completed,205425.0
PAY022053,ORD022053,Net Banking,Completed,380158.0
PAY022054,ORD022054,Credit Card,Completed,362470.0
PAY022055,ORD022055,Credit Card,Completed,225492.0
PAY022056,ORD022056,UPI,Completed,
PAY022057,ORD022057,UPI,Completed,40466.0
PAY022058,ORD022058,Wallet,Completed,104048.0
PAY022059,ORD022059,Credit Card,Completed,186898.0
PAY022060,ORD022060,Credit Card,Completed,26284.0
PAY022061,ORD022061,Wallet,Pending,81122.0
PAY022062,ORD022062,Wallet,Completed,
PAY022063,ORD022063,Net Banking,Pending,183267.0
PAY022064,ORD022064,Debit Card,Completed,286158.0
